Duty Period #,Flights
15650,"['NA1976', 'NA1014', 'NA1911', 'NA1193', 'NA2595']"
15651,"['NA3528', 'NA1877', 'NA1440', 'NA1911', 'NA1344', 'NA2836']"
15652,"['NA2993', 'NA2033', 'NA1227', 'NA1911', 'NA1344', 'NA2532']"
15653,"['NA1248', 'NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA2659']"
15654,"['NA3596', 'NA2263', 'NA1638', 'NA2061']"
15655,"['NA1139', 'NA2906', 'NA3734', 'NA1797']"
15656,"['NA2967', 'NA2771', 'NA3566', 'NA1911', 'NA1365', 'NA2659']"
15657,"['NA2176', 'NA1604', 'NA2730']"
15658,"['NA3528', 'NA2263', 'NA1540']"
15659,"['NA1248', 'NA2328', 'NA3048', 'NA2595']"
15660,"['NA3671', 'NA2381', 'NA2937', 'NA1911', 'NA1193']"
15661,"['NA2967', 'NA2176', 'NA1604', 'NA1911']"
15662,"['NA1139', 'NA2033', 'NA1365', 'NA2595']"
15663,"['NA2993', 'NA2771', 'NA3566', 'NA1754']"
15664,"['NA1485', 'NA1825', 'NA1035', 'NA1855']"
15665,"['NA1976', 'NA1285', 'NA2143', 'NA1572', 'NA2239', 'NA1516']"
15666,"['NA3528', 'NA2033', 'NA1035', 'NA1911', 'NA1344']"
15667,"['NA1976', 'NA1248', 'NA1674', 'NA1303']"
15668,"['NA3528', 'NA1825', 'NA1150', 'NA2061']"
15669,"['NA3596', 'NA2263', 'NA1604', 'NA1911', 'NA1344', 'NA1855']"
15670,"['NA2967', 'NA1825', 'NA1227', 'NA2061']"
15671,"['NA3596', 'NA1877', 'NA1014', 'NA1911', 'NA1193']"
15672,"['NA1485', 'NA2033', 'NA1014', 'NA2328', 'NA3048']"
15673,"['NA3021', 'NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA2532']"
15674,"['NA3596', 'NA2263', 'NA1572', 'NA2863']"
15675,"['NA2263', 'NA1638', 'NA2659']"
15676,"['NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA1855']"
15677,"['NA1976', 'NA1248', 'NA2004', 'NA1303']"
15678,"['NA3230', 'NA2143', 'NA1572', 'NA1797']"
15679,"['NA1100', 'NA2423', 'NA2937', 'NA1855']"
15680,"['NA2993', 'NA2328', 'NA3172', 'NA3316']"
15681,"['NA3021', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA1855']"
15682,"['NA1733', 'NA1100', 'NA2004', 'NA1344']"
15683,"['NA1100', 'NA2263']"
15684,"['NA3021', 'NA2033', 'NA1014', 'NA1754']"
15685,"['NA1733', 'NA1100', 'NA2263', 'NA1604', 'NA1797']"
15686,"['NA3528', 'NA1674', 'NA1193', 'NA2659']"
15687,"['NA3596', 'NA1825', 'NA1014', 'NA2061']"
15688,"['NA2993', 'NA1877', 'NA1227', 'NA2302', 'NA1516']"
15689,"['NA2993', 'NA2263', 'NA1604', 'NA2328']"
15690,"['NA1976', 'NA1100', 'NA2263', 'NA1604', 'NA2328', 'NA3048']"
15691,"['NA1485', 'NA1825', 'NA1014', 'NA2328', 'NA3048', 'NA2751']"
15692,"['NA1733', 'NA1285', 'NA2004', 'NA1398', 'NA2239']"
15693,"['NA1078', 'NA2218']"
15694,"['NA2967', 'NA2816', 'NA3566', 'NA1911', 'NA1365']"
15695,"['NA1485', 'NA2381', 'NA3137', 'NA3296', 'NA2595']"
15696,"['NA1877', 'NA1303', 'NA2239', 'NA1516']"
15697,"['NA2033', 'NA1035', 'NA2659']"
15698,"['NA1365', 'NA2595']"
15699,"['NA3671', 'NA2004']"
15700,"['NA1150', 'NA1911', 'NA1344', 'NA2061']"
15701,"['NA3596', 'NA1877', 'NA1150', 'NA2089', 'NA1365', 'NA2659']"
15702,"['NA3230', 'NA1797']"
15703,"['NA2967', 'NA2263', 'NA1572', 'NA2595']"
15704,"['NA3434', 'NA1797']"
15705,"['NA3021', 'NA1877', 'NA1227', 'NA2532']"
15706,"['NA1976', 'NA1100', 'NA1674', 'NA1193', 'NA2595']"
15707,"['NA3671', 'NA2033', 'NA1440', 'NA2328', 'NA3048', 'NA2595']"
15708,"['NA1976', 'NA1285', 'NA1940']"
15709,"['NA1139', 'NA2263', 'NA1638', 'NA2659']"
15710,"['NA1976', 'NA1248', 'NA1797']"
15711,"['NA3596', 'NA2423', 'NA3048', 'NA2061']"
15712,"['NA1139', 'NA2452', 'NA3048', 'NA2751']"
15713,"['NA1976', 'NA1440', 'NA2328', 'NA3048', 'NA2730']"
15714,"['NA2967', 'NA1825', 'NA1227', 'NA2239', 'NA1516']"
15715,"['NA3528', 'NA2033', 'NA1440', 'NA2302']"
15716,"['NA2993', 'NA2033', 'NA1227', 'NA1911']"
15717,"['NA3596', 'NA1825', 'NA1150', 'NA2361']"
15718,"['NA2993', 'NA2561', 'NA3296']"
15719,"['NA1976', 'NA1014', 'NA2328', 'NA3117']"
15720,"['NA3671', 'NA2263', 'NA1540', 'NA1797']"
15721,"['NA1100', 'NA2263', 'NA1540', 'NA2730']"
15722,"['NA3528', 'NA1877', 'NA1440', 'NA2328', 'NA3048']"
15723,"['NA2993', 'NA1877', 'NA1227', 'NA1911', 'NA1193']"
15724,"['NA3528', 'NA2033', 'NA1227', 'NA2328', 'NA3048']"
15725,"['NA3528', 'NA2659']"
15726,"['NA1976', 'NA1285', 'NA2004', 'NA1398', 'NA2863']"
15727,"['NA3021', 'NA2089', 'NA1365', 'NA2595']"
15728,"['NA1100', 'NA2263', 'NA1604', 'NA1940']"
15729,"['NA2263', 'NA1604', 'NA1911', 'NA1344', 'NA2659']"
15730,"['NA1976', 'NA1285', 'NA1674', 'NA1344', 'NA1940']"
15731,"['NA2967', 'NA2033', 'NA1398', 'NA1940']"
15732,"['NA3021', 'NA1674', 'NA1398', 'NA1940']"
15733,"['NA3671', 'NA1825', 'NA1227', 'NA1754']"
15734,"['NA2967', 'NA1825', 'NA1014', 'NA2089', 'NA1193', 'NA2061']"
15735,"['NA1733', 'NA1035', 'NA2595']"
15736,"['NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA2595']"
15737,"['NA2967', 'NA2176', 'NA1452', 'NA2004', 'NA1344', 'NA2595']"
15738,"['NA2967', 'NA2328', 'NA3048', 'NA2751']"
15739,"['NA3596', 'NA2033', 'NA1150', 'NA1705', 'NA1365']"
15740,"['NA2993', 'NA2263', 'NA1638', 'NA1940']"
15741,"['NA1485', 'NA2033']"
15742,"['NA1540', 'NA2061']"
15743,"['NA2176', 'NA1452', 'NA2004', 'NA1303', 'NA2595']"
15744,"['NA3021', 'NA2033', 'NA1035', 'NA1911', 'NA1344', 'NA2532']"
15745,"['NA3671', 'NA2816', 'NA3611', 'NA1754']"
15746,"['NA1976', 'NA1100', 'NA1674', 'NA1303', 'NA1797']"
15747,"['NA1733', 'NA1285', 'NA2143', 'NA1572', 'NA2239']"
15748,"['NA3528', 'NA2836']"
15749,"['NA2993', 'NA1877', 'NA1035', 'NA1797']"
15750,"['NA1139', 'NA2452', 'NA2937', 'NA1705']"
15751,"['NA1485', 'NA1877', 'NA1014', 'NA2328']"
15752,"['NA2452', 'NA2937', 'NA1705', 'NA1365', 'NA2595']"
15753,"['NA1139', 'NA2033', 'NA1193', 'NA2061']"
15754,"['NA1285', 'NA1674', 'NA1193', 'NA2595']"
15755,"['NA1100', 'NA1674', 'NA1398', 'NA2061']"
15756,"['NA2967', 'NA2033', 'NA1014', 'NA2361']"
15757,"['NA3528', 'NA2816', 'NA3611', 'NA2659']"
15758,"['NA1100', 'NA2423', 'NA2937', 'NA1797']"
15759,"['NA1877', 'NA1227', 'NA2751']"
15760,"['NA2004', 'NA1193', 'NA2061']"
15761,"['NA1248', 'NA2423', 'NA3048', 'NA1855']"
15762,"['NA2993', 'NA1877', 'NA1303', 'NA2239', 'NA1516']"
15763,"['NA2967', 'NA2263', 'NA1540', 'NA1705', 'NA1365']"
15764,"['NA3671', 'NA2423', 'NA2937', 'NA2659']"
15765,"['NA3528', 'NA1674', 'NA1398', 'NA1797']"
15766,"['NA1976', 'NA1440', 'NA2361', 'NA3117']"
15767,"['NA3596', 'NA2423', 'NA3137', 'NA3296', 'NA2836']"
15768,"['NA3528', 'NA2771', 'NA3611', 'NA2532']"
15769,"['NA3021', 'NA2033', 'NA1227', 'NA1911']"
15770,"['NA1100', 'NA2423', 'NA2937', 'NA1705', 'NA1365', 'NA2595']"
15771,"['NA1100', 'NA2004', 'NA1303', 'NA2061']"
15772,"['NA3230', 'NA1674', 'NA1398']"
15773,"['NA3528', 'NA2423', 'NA2937', 'NA1911', 'NA1193', 'NA2061']"
15774,"['NA1877', 'NA1014', 'NA2361']"
15775,"['NA1976', 'NA1248', 'NA1674']"
15776,"['NA1976', 'NA1285', 'NA2004', 'NA1303', 'NA2836']"
15777,"['NA3596', 'NA2128', 'NA1572', 'NA2239', 'NA1516']"
15778,"['NA1485', 'NA1877', 'NA1344']"
15779,"['NA1733', 'NA1100', 'NA2263', 'NA1572', 'NA2595']"
15780,"['NA3528', 'NA1877', 'NA1014', 'NA1911', 'NA1193', 'NA2659']"
15781,"['NA2967', 'NA2033', 'NA1193', 'NA2595']"
15782,"['NA3021', 'NA2263', 'NA1638', 'NA1705', 'NA1365']"
15783,"['NA1733', 'NA1100', 'NA2128', 'NA1572']"
15784,"['NA2993', 'NA2263', 'NA1540', 'NA2730']"
15785,"['NA3671', 'NA2263', 'NA1604', 'NA1911', 'NA1344', 'NA1855']"
15786,"['NA2967', 'NA1877', 'NA1227', 'NA1911', 'NA1344', 'NA1940']"
15787,"['NA2967', 'NA2004', 'NA1398', 'NA1705', 'NA1365', 'NA2595']"
15788,"['NA3021', 'NA1877', 'NA1150', 'NA2089', 'NA1365']"
15789,"['NA1976', 'NA1285', 'NA2423', 'NA3137', 'NA3296', 'NA2595']"
15790,"['NA3671', 'NA2816', 'NA3566', 'NA1705']"
15791,"['NA3528', 'NA1877', 'NA1150', 'NA2361', 'NA3117']"
15792,"['NA2771', 'NA3652']"
15793,"['NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA1940']"
15794,"['NA3021', 'NA2561', 'NA3296', 'NA1754']"
15795,"['NA1139', 'NA2033', 'NA1014', 'NA2328', 'NA3172', 'NA3256']"
15796,"['NA3528', 'NA2263', 'NA1604', 'NA2532']"
15797,"['NA1976', 'NA1078', 'NA2089', 'NA1344', 'NA1940']"
15798,"['NA2967', 'NA1877', 'NA1150', 'NA2089', 'NA1344', 'NA2595']"
15799,"['NA3671', 'NA2263', 'NA1604', 'NA2302']"
15800,"['NA1139', 'NA2089', 'NA1344', 'NA1855']"
15801,"['NA1078', 'NA1705', 'NA1365']"
15802,"['NA3021', 'NA2263', 'NA1604', 'NA2730']"
15803,"['NA3671', 'NA2033', 'NA1440', 'NA1911']"
15804,"['NA1485', 'NA1825', 'NA1014', 'NA2328', 'NA3048', 'NA2659']"
15805,"['NA1976', 'NA1285', 'NA2328', 'NA3172']"
15806,"['NA3528', 'NA1825', 'NA1227', 'NA2089', 'NA1344', 'NA2061']"
15807,"['NA1877', 'NA1440', 'NA1754']"
15808,"['NA2993', 'NA1877', 'NA1365', 'NA2659']"
15809,"['NA3596', 'NA1825', 'NA1035', 'NA2730']"
15810,"['NA3021', 'NA2452', 'NA3048']"
15811,"['NA2993', 'NA1825', 'NA1035', 'NA1911', 'NA1344', 'NA2061']"
15812,"['NA1248', 'NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA1940']"
15813,"['NA3671', 'NA1877', 'NA1227', 'NA2595']"
15814,"['NA1976', 'NA1100', 'NA2263', 'NA1604', 'NA2361']"
15815,"['NA1139', 'NA1877', 'NA1440', 'NA2328', 'NA3048', 'NA1940']"
15816,"['NA2993', 'NA2218', 'NA1572', 'NA2061']"
15817,"['NA1877', 'NA1150', 'NA1911', 'NA1193', 'NA2659']"
15818,"['NA3671', 'NA2004', 'NA1398', 'NA2730']"
15819,"['NA1485', 'NA1825', 'NA1398', 'NA2730']"
15820,"['NA1227', 'NA1911', 'NA1365', 'NA2659']"
15821,"['NA1139', 'NA2816', 'NA3566', 'NA2751']"
15822,"['NA3021', 'NA1877', 'NA1150', 'NA2836']"
15823,"['NA2004', 'NA1398', 'NA2730']"
15824,"['NA1100', 'NA2004', 'NA1398', 'NA1705', 'NA1365', 'NA2595']"
15825,"['NA3596', 'NA1825', 'NA1150', 'NA1911']"
15826,"['NA1733', 'NA1035', 'NA1911', 'NA1344', 'NA2595']"
15827,"['NA1139', 'NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA2751']"
15828,"['NA2967', 'NA2906', 'NA3734', 'NA2089', 'NA1344', 'NA2532']"
15829,"['NA3021', 'NA2263', 'NA1572', 'NA2659']"
15830,"['NA3671', 'NA1877', 'NA1303', 'NA2532']"
15831,"['NA3021', 'NA2263', 'NA1604', 'NA2532']"
15832,"['NA1139', 'NA2381', 'NA3048', 'NA1754']"
15833,"['NA3021', 'NA1705']"
15834,"['NA1100', 'NA2423', 'NA2937', 'NA2361', 'NA3117']"
15835,"['NA3596', 'NA1825', 'NA1150', 'NA1940']"
15836,"['NA1733', 'NA1248', 'NA2423', 'NA3137', 'NA3296', 'NA2532']"
15837,"['NA2993', 'NA1877', 'NA1440', 'NA2328', 'NA3048', 'NA2730']"
15838,"['NA1485', 'NA1877', 'NA1014', 'NA1911', 'NA1344']"
15839,"['NA2033', 'NA1440', 'NA2328', 'NA3048', 'NA2595']"
15840,"['NA1100', 'NA2239']"
15841,"['NA1485', 'NA2263', 'NA1604', 'NA2730']"
15842,"['NA3528', 'NA1825', 'NA1303', 'NA2239', 'NA1516']"
15843,"['NA3528', 'NA2033', 'NA1035', 'NA2730']"
15844,"['NA3021', 'NA2452', 'NA2937', 'NA1940']"
15845,"['NA2993', 'NA1825', 'NA1303', 'NA1940']"
15846,"['NA3528', 'NA2263', 'NA1638', 'NA2659']"
15847,"['NA3021', 'NA2452', 'NA3137', 'NA3296', 'NA2532']"
15848,"['NA1139', 'NA1705', 'NA1365', 'NA2659']"
15849,"['NA3596', 'NA1825', 'NA1035', 'NA1911', 'NA1365', 'NA2659']"
15850,"['NA3528', 'NA2452']"
15851,"['NA3197', 'NA2328', 'NA3048', 'NA1754']"
15852,"['NA3528', 'NA1825', 'NA1150', 'NA1911', 'NA1344', 'NA1855']"
15853,"['NA2993', 'NA1674', 'NA1398', 'NA2595']"
15854,"['NA1485', 'NA2263', 'NA1540', 'NA2863']"
15855,"['NA2967', 'NA1877', 'NA1227', 'NA1855']"
15856,"['NA2967', 'NA2033', 'NA1227', 'NA2328', 'NA3048']"
15857,"['NA1139', 'NA2263', 'NA1604', 'NA2089', 'NA1365', 'NA2595']"
15858,"['NA1139', 'NA1877', 'NA1014', 'NA1911', 'NA1344', 'NA2061']"
15859,"['NA2033', 'NA1440', 'NA2751']"
15860,"['NA3021', 'NA2381', 'NA3137', 'NA3296', 'NA1940']"
15861,"['NA3596', 'NA1877', 'NA1303', 'NA1940']"
15862,"['NA3671', 'NA1877', 'NA1227', 'NA2751']"
15863,"['NA3528', 'NA1825', 'NA1227', 'NA1911', 'NA1344']"
15864,"['NA3021', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA2595']"
15865,"['NA2993', 'NA2143', 'NA1572', 'NA2751']"
15866,"['NA3416', 'NA3048', 'NA1855']"
15867,"['NA1100', 'NA2423', 'NA2937']"
15868,"['NA1976', 'NA1100', 'NA1674', 'NA1303', 'NA2836']"
15869,"['NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA1754']"
15870,"['NA1139', 'NA1877', 'NA1014', 'NA2089', 'NA1344']"
15871,"['NA1139', 'NA2906', 'NA3734', 'NA2361', 'NA3117']"
15872,"['NA1604', 'NA2328', 'NA3172']"
15873,"['NA3596', 'NA2263', 'NA1604', 'NA1911', 'NA1193', 'NA2659']"
15874,"['NA3671', 'NA1877', 'NA1227', 'NA2239']"
15875,"['NA1733', 'NA1248', 'NA2004', 'NA1303', 'NA2730']"
15876,"['NA1877', 'NA1227', 'NA1705', 'NA1365', 'NA2659']"
15877,"['NA3528', 'NA1825', 'NA1303', 'NA2595']"
15878,"['NA1638', 'NA2836']"
15879,"['NA3596', 'NA2561', 'NA3358', 'NA3048', 'NA1940']"
15880,"['NA3671', 'NA2452', 'NA3137', 'NA3296', 'NA2659']"
15881,"['NA1976', 'NA1248', 'NA2423', 'NA3048', 'NA1754']"
15882,"['NA3671', 'NA1825', 'NA1014', 'NA1911', 'NA1344', 'NA2836']"
15883,"['NA3671', 'NA2906', 'NA3734', 'NA2089', 'NA1344', 'NA2595']"
15884,"['NA1139', 'NA2143', 'NA1572']"
15885,"['NA1976', 'NA1100', 'NA2263', 'NA1604', 'NA2302', 'NA1516']"
15886,"['NA1733', 'NA1285', 'NA1674', 'NA1398', 'NA2532']"
15887,"['NA1485', 'NA1877', 'NA1193', 'NA2659']"
15888,"['NA3671', 'NA1825', 'NA1303', 'NA2061']"
15889,"['NA3596', 'NA2033', 'NA1150', 'NA1911', 'NA1344']"
15890,"['NA1976', 'NA1078', 'NA2128', 'NA1572']"
15891,"['NA3671', 'NA2771', 'NA3611', 'NA1855']"
15892,"['NA2967', 'NA2004', 'NA1398', 'NA1797']"
15893,"['NA2993', 'NA2033', 'NA1440', 'NA2328', 'NA3048', 'NA1940']"
15894,"['NA2033', 'NA1440', 'NA2239']"
15895,"['NA3230', 'NA2143', 'NA1572', 'NA2863']"
15896,"['NA3671', 'NA2561', 'NA3358', 'NA3081', 'NA3316']"
15897,"['NA1248', 'NA2128', 'NA1572', 'NA2730']"
15898,"['NA1485', 'NA2128', 'NA1572', 'NA2730']"
15899,"['NA3528', 'NA1674', 'NA1303', 'NA1855']"
15900,"['NA3671', 'NA1674', 'NA1398', 'NA2239']"
15901,"['NA3596', 'NA2771', 'NA3566', 'NA2595']"
15902,"['NA2033', 'NA1440', 'NA1705', 'NA1365', 'NA2595']"
15903,"['NA3671', 'NA2561', 'NA3296']"
15904,"['NA1139', 'NA2033', 'NA1227', 'NA1940']"
15905,"['NA1976', 'NA1100', 'NA2423', 'NA3137', 'NA3296', 'NA2532']"
15906,"['NA3652', 'NA2730']"
15907,"['NA3230', 'NA2423', 'NA3137', 'NA3296', 'NA1940']"
15908,"['NA2993', 'NA2423', 'NA2937', 'NA1855']"
15909,"['NA3021', 'NA2033', 'NA1440', 'NA1911', 'NA1193', 'NA2659']"
15910,"['NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA2532']"
15911,"['NA1139', 'NA2033', 'NA1440', 'NA2302', 'NA1516']"
15912,"['NA3021', 'NA2263', 'NA1604', 'NA1911', 'NA1344', 'NA2595']"
15913,"['NA2993', 'NA2033', 'NA1035', 'NA1911', 'NA1365']"
15914,"['NA1139', 'NA2033', 'NA1035', 'NA1705', 'NA1365']"
15915,"['NA2967', 'NA1877', 'NA1227', 'NA2089', 'NA1344', 'NA1855']"
15916,"['NA1078', 'NA2004', 'NA1398', 'NA2659']"
15917,"['NA1485', 'NA2452', 'NA3137', 'NA3296', 'NA2532']"
15918,"['NA1733', 'NA1014', 'NA2595']"
15919,"['NA1139', 'NA1877', 'NA1150', 'NA1705', 'NA1365']"
15920,"['NA3528', 'NA2771', 'NA3566', 'NA2061']"
15921,"['NA1139', 'NA1877', 'NA1150', 'NA1911', 'NA1365']"
15922,"['NA3416', 'NA2937', 'NA2595']"
15923,"['NA3596', 'NA1877', 'NA1440', 'NA1911', 'NA1193', 'NA2061']"
15924,"['NA3596', 'NA2033', 'NA1440', 'NA2302', 'NA1516']"
15925,"['NA3021', 'NA1877', 'NA1014', 'NA2328', 'NA3172', 'NA3316']"
15926,"['NA3528', 'NA1877', 'NA1014', 'NA2328', 'NA3048', 'NA1940']"
15927,"['NA2993', 'NA2033', 'NA1440', 'NA1911', 'NA1193', 'NA2659']"
15928,"['NA1976', 'NA1227', 'NA1754']"
15929,"['NA2967', 'NA2033', 'NA1150', 'NA1855']"
15930,"['NA1733', 'NA1100', 'NA2263', 'NA1638', 'NA2659']"
15931,"['NA1139', 'NA2033', 'NA1150', 'NA2089', 'NA1365']"
15932,"['NA1976', 'NA1100', 'NA2423', 'NA3048', 'NA2595']"
15933,"['NA3528', 'NA2033', 'NA1014', 'NA2328', 'NA3048', 'NA2061']"
15934,"['NA2993', 'NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA2061']"
15935,"['NA1976', 'NA1078', 'NA1705', 'NA1365']"
15936,"['NA2906', 'NA3734', 'NA2595']"
15937,"['NA3021', 'NA2033', 'NA1014', 'NA2328', 'NA3048']"
15938,"['NA3021', 'NA1825', 'NA1227', 'NA1911']"
15939,"['NA1485', 'NA1825', 'NA1014', 'NA2061']"
15940,"['NA3021', 'NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA2659']"
15941,"['NA2033', 'NA1014', 'NA1911', 'NA1193', 'NA2659']"
15942,"['NA2993', 'NA2033', 'NA1014', 'NA2328', 'NA3172', 'NA3256']"
15943,"['NA3596', 'NA1754']"
15944,"['NA3528', 'NA2033', 'NA1150', 'NA2089', 'NA1344', 'NA2061']"
15945,"['NA1139', 'NA2906', 'NA3734', 'NA1940']"
15946,"['NA3528', 'NA2033', 'NA1227', 'NA2089', 'NA1344']"
15947,"['NA3230', 'NA2143', 'NA1572', 'NA2659']"
15948,"['NA1485', 'NA2423', 'NA2937', 'NA1705']"
15949,"['NA1976', 'NA1248', 'NA2128', 'NA1572', 'NA1940']"
15950,"['NA2993', 'NA2263', 'NA1604', 'NA2659']"
15951,"['NA3671', 'NA2423', 'NA3048']"
15952,"['NA3671', 'NA2452', 'NA2937', 'NA2751']"
15953,"['NA1485', 'NA2423', 'NA3048', 'NA2659']"
15954,"['NA3596', 'NA2004', 'NA1193', 'NA2061']"
15955,"['NA1877', 'NA1303', 'NA1855']"
15956,"['NA2993', 'NA1877', 'NA1227', 'NA2089', 'NA1344', 'NA1940']"
15957,"['NA1485', 'NA2423', 'NA3048', 'NA2595']"
15958,"['NA3528', 'NA2033', 'NA1303', 'NA2659']"
15959,"['NA3528', 'NA2263', 'NA1604', 'NA2328', 'NA3172', 'NA3316']"
15960,"['NA2967', 'NA1877', 'NA1035', 'NA1705']"
15961,"['NA1976', 'NA1078', 'NA2004', 'NA1303', 'NA2061']"
15962,"['NA1485', 'NA2033', 'NA1440', 'NA1705', 'NA1365', 'NA2595']"
15963,"['NA2967', 'NA2816', 'NA3566', 'NA1940']"
15964,"['NA1139', 'NA2033', 'NA1227', 'NA1911', 'NA1344', 'NA1855']"
15965,"['NA3021', 'NA2033', 'NA1150', 'NA2089', 'NA1344', 'NA2836']"
15966,"['NA2967', 'NA1825', 'NA1344', 'NA2595']"
15967,"['NA3671', 'NA2033', 'NA1150', 'NA2239']"
15968,"['NA2993', 'NA2381', 'NA3137', 'NA3296', 'NA2730']"
15969,"['NA3197', 'NA2328']"
15970,"['NA2993', 'NA2381', 'NA2937', 'NA2061']"
15971,"['NA3021', 'NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA2532']"
15972,"['NA3671', 'NA1825', 'NA1227', 'NA1911', 'NA1344']"
15973,"['NA1139', 'NA2263', 'NA1604', 'NA2659']"
15974,"['NA1139', 'NA1825', 'NA1014', 'NA2089', 'NA1344', 'NA1855']"
15975,"['NA1733', 'NA1100', 'NA2004', 'NA1365']"
15976,"['NA3596', 'NA2033', 'NA1014', 'NA1911', 'NA1344', 'NA2532']"
15977,"['NA2176', 'NA1452', 'NA2128', 'NA1572', 'NA2595']"
15978,"['NA3528', 'NA2033', 'NA1398', 'NA1940']"
15979,"['NA1248', 'NA1674', 'NA1398', 'NA1705', 'NA1365', 'NA2595']"
15980,"['NA1139', 'NA1825', 'NA1035', 'NA2595']"
15981,"['NA3528', 'NA1877', 'NA1227', 'NA2751']"
15982,"['NA1139', 'NA2423', 'NA2937', 'NA2061']"
15983,"['NA2993', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA1855']"
15984,"['NA2967', 'NA2381', 'NA3172', 'NA3316']"
15985,"['NA3671', 'NA1825', 'NA1150', 'NA1940']"
15986,"['NA3528', 'NA1825', 'NA1227', 'NA2089', 'NA1344', 'NA2532']"
15987,"['NA1733', 'NA1227', 'NA1940']"
15988,"['NA1139', 'NA2033', 'NA1440', 'NA2328', 'NA3048', 'NA1754']"
15989,"['NA3528', 'NA2452', 'NA3048', 'NA2595']"
15990,"['NA3021', 'NA1674', 'NA1365', 'NA2595']"
15991,"['NA1227', 'NA2328', 'NA3117']"
15992,"['NA2993', 'NA1825', 'NA1227', 'NA2089', 'NA1193', 'NA2595']"
15993,"['NA1485', 'NA1877', 'NA1035', 'NA2595']"
15994,"['NA1035', 'NA1911', 'NA1365']"
15995,"['NA2967', 'NA2033', 'NA1014', 'NA2328', 'NA3117']"
15996,"['NA3596', 'NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA1940']"
15997,"['NA2993', 'NA2381', 'NA2937', 'NA2751']"
15998,"['NA3596', 'NA2128', 'NA1572', 'NA1754']"
15999,"['NA3493', 'NA2089', 'NA1193', 'NA2061']"
16000,"['NA3671', 'NA2033', 'NA1440', 'NA2361', 'NA3117']"
16001,"['NA1485', 'NA2128', 'NA1572', 'NA1754']"
16002,"['NA1485', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA2532']"
16003,"['NA1139', 'NA1674', 'NA1303', 'NA1940']"
16004,"['NA3596', 'NA1877', 'NA1303', 'NA2239', 'NA1516']"
16005,"['NA1248', 'NA2423', 'NA3048', 'NA2595']"
16006,"['NA3021', 'NA2033', 'NA1014', 'NA1911', 'NA1365']"
16007,"['NA1485', 'NA1674', 'NA1303', 'NA2751']"
16008,"['NA2452', 'NA3117']"
16009,"['NA3528', 'NA2381', 'NA2937', 'NA1911', 'NA1344', 'NA2595']"
16010,"['NA1976', 'NA1014', 'NA2730']"
16011,"['NA1976', 'NA1100', 'NA2004', 'NA1303', 'NA2595']"
16012,"['NA2176', 'NA1638', 'NA1911', 'NA1344', 'NA2595']"
16013,"['NA2176', 'NA1540', 'NA1855']"
16014,"['NA1452', 'NA2143', 'NA1572', 'NA2061']"
16015,"['NA2176', 'NA1452', 'NA2218', 'NA1572', 'NA1940']"
16016,"['NA3596', 'NA1825', 'NA1014', 'NA1911', 'NA1344', 'NA2595']"
16017,"['NA2993', 'NA1825', 'NA1014', 'NA2089', 'NA1344']"
16018,"['NA1139', 'NA2683']"
16019,"['NA1485', 'NA2033', 'NA1035', 'NA1911']"
16020,"['NA3671', 'NA2143', 'NA1572', 'NA2239']"
16021,"['NA2967', 'NA1877', 'NA1440', 'NA2089', 'NA1365']"
16022,"['NA3596', 'NA2263', 'NA1638', 'NA2751']"
16023,"['NA1139', 'NA1825', 'NA1014', 'NA1911', 'NA1193']"
16024,"['NA2452', 'NA2937', 'NA1855']"
16025,"['NA1248', 'NA1674', 'NA1303', 'NA2595']"
16026,"['NA3021', 'NA1877', 'NA1365', 'NA2595']"
16027,"['NA2967', 'NA2816', 'NA3566', 'NA1911', 'NA1365', 'NA2659']"
16028,"['NA2993', 'NA1877', 'NA1440', 'NA2089', 'NA1344', 'NA1940']"
16029,"['NA2967', 'NA2532']"
16030,"['NA3528', 'NA1825', 'NA1014', 'NA2659']"
16031,"['NA2967', 'NA2176', 'NA1604', 'NA1911', 'NA1344', 'NA2836']"
16032,"['NA3528', 'NA2033', 'NA1014', 'NA2089', 'NA1344', 'NA2532']"
16033,"['NA2561', 'NA3296', 'NA2532']"
16034,"['NA3021', 'NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA2595']"
16035,"['NA3528', 'NA2771', 'NA3566', 'NA2659']"
16036,"['NA1485', 'NA1877', 'NA1440', 'NA1855']"
